original_id,pdf_page_start,pdf_page_end,decision,review_reason,study_card,prior_review_decision,related_objectives,technical_sources
B061,78,78,retained,"Scenario retained. Storage area network provides storage connectivity, commonly block-level. A LAN serves a local site. A PAN links a person's nearby devices. A MAN spans a metropolitan area. A SAN provides networked storage access, commonly block storage; it is not merely a large office LAN.",B061,keep,2.7,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html; https://www.ibm.com/think/topics/block-storage
B062,78,78,retained,Scenario retained. A driver translates print jobs into a format the printer understands. PCL means Printer Command Language. Different operating systems may need different supported drivers or driverless printing support.,B062,merge,"3.7, 5.6",https://support.hp.com/ca-en/document/c03265802
B063,78,79,removed,Documenting incidents is useful but rote methodology sequence is outside current exam scope.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
B064,79,79,retained,Adapted and corrected. Near-field communication (NFC) exchanges data over a very short distance for contactless payments. Check that the required NFC function is enabled and supported.,B064,merge,"1.2, 2.2",https://nfc-forum.org/learn/nfc-technology/
B069,80,81,retained,Scenario retained. NFC supports compatible contactless payment. Devices are normally brought within a small fraction of an inch to around an inch for a tap. NFC may exchange a small payload or start a Bluetooth connection; it is not the best choice for sustained large-file transfers.,B069,merge,"1.2, 2.2",https://nfc-forum.org/learn/nfc-technology/
B065,79,79,retained,Adapted and corrected. A suitable 1000 W PSU exceeds the stated requirement. A surge protector or UPS is not a replacement internal PSU; confirm connectors and fit.,B065,rewrite,3.6,https://www.corsair.com/ww/en/p/psu/cp-9020170-na/vs-series-vs450-450-watt-80-plus-white-certified-psu-cp-9020170-na; https://help.corsair.com/hc/en-us/articles/14641912717453-PSU-Efficiency-Ratings-Explained
B066,79,80,retained,Adapted and corrected. GPS reception and downloading maps are separate functions. Offline maps may allow navigation without cellular data.,B066,rewrite,1.3,https://www.gps.gov/space-segment
B067,80,80,retained,Scenario retained. Content/keyword filtering can detect repeated spam across varying sender domains; review false positives.,B067,keep,2.3,https://learn.microsoft.com/en-us/defender-office-365/anti-spam-protection-about
B068,80,80,retained,Adapted and corrected. Dynamic Host Configuration Protocol (DHCP) leases addresses and supplies network settings. A 169.254 address is link-local and is not routed to the internet.,B068,merge,"2.6, 5.5",https://www.rfc-editor.org/rfc/rfc3927
B070,81,81,retained,Adapted and corrected. Hotspot activity and demanding running apps increase workload; a failing battery can also produce abnormal heat. Heat alone does not identify which cause applies.,B070,rewrite,5.4,https://support.apple.com/en-us/118431
B071,81,81,retained,"Adapted and corrected. Thunderbolt 3 uses USB-C, but a plain USB-C port need not support Thunderbolt. Support depends on the device, not its brand.",B071,rewrite,3.2,https://www.intel.com/content/www/us/en/architecture-and-technology/thunderbolt/overview.html
B072,81,81,retained,Adapted and corrected. A network TAP provides traffic to monitoring equipment. The analyzer interprets it; a TAP is not a spectrum analyzer.,B072,rewrite,2.8,https://www.garlandtechnology.com/network-tap
B073,82,82,retained,"Adapted and corrected. An impact printer mechanically strikes the ribbon. Some thermal-transfer printers also use ribbons, but do not use this impact mechanism.",B073,merge,3.8,https://files.support.epson.com/htmldocs/lx50__/lx50__ug/paper_2.htm
B074,82,82,removed,Rote troubleshooting-stage question; image does not change out-of-scope decision.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
B075,82,82,removed,Core 2 software provenance/deployment task; trusted source should be checked before reinstall.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
B076,82,83,retained,Scenario retained. Analyze channel congestion/interference after coverage checks. A Wi-Fi analyzer helps inspect nearby networks and channels. Walls and mounting position affect coverage. Use a site survey; a stronger signal alone does not rule out a congested channel or bad uplink.,B076,keep,"2.8, 5.5",https://www.cisco.com/c/en/us/support/docs/wireless/wireless-lan-controller-software/220877-troubleshoot-wireless-speed-issues.pdf
B077,83,83,retained,Adapted and corrected. Dual-channel describes the memory-controller configuration. Slot color alone is not a universal population rule.,B077,rewrite,3.3,https://www.kingston.com/en/memory/memory-population-rules
B078,83,83,retained,Adapted and corrected. Update or reauthorize the account using the supported login process. Ringer volume does not fix missing synchronized events.,B078,keep,1.3,https://support.microsoft.com/en-us/onedrive/sync-your-computer-s-files-and-folders-with-onedrive
B079,83,84,retained,Scenario retained. Lightning is reversible and succeeded Apple's 30-pin connector; newer devices may use USB-C. Charging alone does not prove a working data connection. Some older Apple devices use Lightning; newer models may use USB-C. Choose the connector and data support for the actual model.,B079,keep,1.2,https://support.apple.com/guide/iphone/connect-iphone-and-your-computer-with-a-cable-iph42d9b3178/ios
B080,84,84,retained,"Scenario retained. Check compatible charger output/power-delivery support and cable before resets. W means watts, a power unit. A low-power charger or power bank may charge slowly or fail under load. USB Power Delivery negotiates supported power; the cable also needs the correct rating.",B080,keep,"1.2, 5.4",https://www.dell.com/support/kbdoc/en-au/000125125/how-to-troubleshoot-ac-adapter-issues; https://www.usb.org/usb-charger-pd
B081,84,84,retained,Adapted and corrected. Simple Mail Transfer Protocol (SMTP) uses TCP port 25 for server-to-server mail transfer. Client submission commonly uses a different port.,B081,merge,2.1,https://www.rfc-editor.org/rfc/rfc5321; https://www.rfc-editor.org/rfc/rfc8314
B082,84,85,retained,Adapted and corrected. Enroll only authorized users for the device and maintain approved fallback credentials. A fingerprint reader alone does not establish the entire access policy.,B082,rewrite,1.1,https://learn.microsoft.com/en-us/windows/security/identity-protection/hello-for-business/
B083,85,85,retained,Adapted and corrected. The temperature reading establishes overheating. Inspect cooling rather than inferring the cause solely from a shutdown.,B083,keep,"3.5, 5.1",https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
B084,85,85,retained,Adapted and corrected. Private cloud describes exclusive use. The operating contract determines who manages it and where it is hosted.,B084,rewrite,4.2,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
B085,85,86,retained,Adapted and corrected. 802.11n can use either band. The original option '802.11c' did not supply the intended answer.,B085,rewrite,2.2,https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
B086,86,86,retained,Adapted and corrected. Tablet/PC touch setup can associate supported touch input with the intended display. An absent driver would need a different check.,B086,merge,"1.1, 5.4",https://www.dell.com/support/kbdoc/en-us/000132121/how-to-troubleshoot-touchscreen-touch-panel-issues
B088,86,87,retained,"Adapted and corrected. Follow the approved cleaning procedure. Ghosting can have multiple causes, so this recommendation is based on the model's diagnostic guide.",B088,merge,5.6,https://support.hp.com/ca-en/document/ish_6747730-6747774-16
B089,87,87,retained,Adapted and corrected. Verify a supported output resolution and timing. A valid cable signal is not necessarily a mode the projector accepts.,B089,rewrite,"3.1, 5.3",https://support.microsoft.com/en-us/windows/change-your-screen-resolution-and-layout-in-windows-5effefe3-2eac-e306-0b5d-2073b765876b
B090,87,87,retained,Adapted and corrected. Supported USB-C host mode accepts a wired keyboard; Bluetooth permits wireless pairing. Connector shape and platform support still matter.,B090,keep,"1.2, 1.3",https://support.microsoft.com/en-us/windows/pair-a-bluetooth-device-in-windows-2be7b51f-6ae9-b757-a3b9-95ee40c3e242
B091,87,88,retained,"Adapted and corrected. Check whether DHCP requests reach an authorized server and replies return. The address is a clue, not proof that the server itself is broken.",B091,rewrite,"2.3, 2.4",https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-top
B092,88,88,removed,"No valid sandbox/VM deployment-test option; VNC is remote control, not application isolation.",,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
B093,88,88,retained,Adapted and corrected. It has a link-local address rather than a usable normal lease. Investigate DHCP reachability and the underlying link.,B093,merge,"2.6, 5.5",https://www.rfc-editor.org/rfc/rfc3927
B094,88,89,retained,Adapted and corrected. A correctly rated PoE injector adds power to the supported Ethernet link. Match the phone's standard and power budget.,B094,keep,2.5,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst1000/hardware/installation/24_48_port_hig/b_c1000_24_48_hig/product_overview.html
B095,89,89,retained,"Scenario retained. Lint or damaged connector can prevent seating; inspect and clean using safe vendor procedure. Test a compatible known-good cable and charger. Follow approved cleaning instructions; do not force metal objects into the port. A damaged port may need service, but the symptom alone does not identify the failed part.",B095,merge,5.4,https://support.apple.com/en-us/108805
B096,89,89,retained,Scenario retained. Compatible USB-to-serial adapter can provide legacy DE-9 serial connection with correct driver/pinout.,B096,keep,"3.2, 2.8",https://www.cisco.com/c/en/us/support/docs/routers/7000-series-routers/12223-14.html
B097,89,89,removed,Rote next-step question lacks test-theory option; outside current tested methodology scope.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
B098,89,90,retained,Adapted and corrected. RAID 10 matches that arrangement and uses about half the raw capacity. RAID 5 has a different parity-based layout.,B098,merge,3.4,https://www.intel.com/content/www/us/en/support/articles/000005867/technologies.html
B099,90,90,retained,Adapted and corrected. Duplex printing uses both sides. Collation changes copy order rather than enabling the reverse side.,B099,merge,3.7,https://download.brother.com/welcome/doc002441/hl5380dn_ukeng_usr_b.pdf
B100,90,90,retained,Adapted and corrected. The fuser can cause burns. Cool the unit and follow the manufacturer's repair procedure before clearing it.,B100,rewrite,3.8,https://h10032.www1.hp.com/ctg/Manual/c05786470.pdf
B101,90,91,retained,Adapted and corrected. The projector may not support the required High-bandwidth Digital Content Protection version. The protected playback chain must be compatible.,B101,keep,"3.1, 5.3",https://www.digital-cp.com/hdcp-specifications
B102,91,91,retained,"Scenario retained. Verify supported generation, form factor, capacity and population; use ESD precautions during installation.",B102,keep,3.3,https://www.kingston.com/en/memory
B103,91,91,retained,Adapted and corrected. A virtual private network (VPN) creates a protected connection into the private network over an untrusted network.,B103,merge,"2.6, 1.3",https://csrc.nist.gov/glossary/term/virtual_private_network
B104,91,92,retained,Adapted and corrected. A full volume lacks working space for updates and temporary files. Check drive health too; disk activity alone would not prove this diagnosis.,B104,rewrite,5.2,https://support.microsoft.com/en-us/windows/free-up-drive-space-in-windows-85529ccb-c365-490d-b548-831022bc9b32
B105,92,92,retained,Adapted and corrected. IaaS supplies infrastructure without requiring the customer to own the underlying hardware. Guest software administration remains with the customer.,B105,merge,4.2,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary/what-are-iaas-paas-and-saas
B106,92,92,retained,Adapted and corrected. A compatible VM provides the required guest OS. It does not make unsupported software automatically secure.,B106,keep,4.1,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/overview; https://docs.oracle.com/en/virtualization/virtualbox/7.1/user/Introduction.html
B107,92,93,retained,"Adapted and corrected. Less frequent polling reduces unnecessary activity. The effect depends on the app and device, not a blanket claim about cellular versus GPS positioning.",B107,rewrite,5.4,https://support.apple.com/en-us/101575
