card_id,topic,question,options,correct_letters,answer,explanation,related_objectives,source_question_ids,sources
B049,Mobile devices,"A cloud-sync client has adequate CPU, RAM and local storage speed, but uploads saturate its internet connection. Which resource is limiting this transfer?","A. Disk speed
B. I/O bandwidth
C. RAM utilization
D. CPU utilization",B,B. I/O bandwidth,Available network I/O bandwidth limits the upload in this stated case. No one resource dominates every sync workload.,1.3,B049,https://support.microsoft.com/en-us/onedrive/sync-your-computer-s-files-and-folders-with-onedrive
B050,Mobile devices,"During laptop LCD replacement, the service manual warns that the plastic frame around the display has fragile clips. What is that frame called?","A. Bezel
B. Hinge
C. Motherboard
D. Digitizer",A,A. Bezel,The bezel is the frame around the panel. Follow the manual to avoid breaking clips or nearby cables.,1.1,B050,https://dl.dell.com/topicspdf/latitude-14-5420-laptop_owners-manual_en-us.pdf
B051,Networking,Which dedicated device primarily enforces allow/deny policy on traffic crossing a network boundary?,"A. Firewall
B. managed switch
C. Repeater
D. Gateway",A,A. Firewall,"A firewall is designed for traffic-policy enforcement. Managed switches can also implement some controls, but that is not the dedicated role asked here.","2.5, 5.5",B051,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-41r1.pdf
B052,Displays and peripherals,A user wants a second monitor installed on a laptop. The VGA/DVI or HDMI cables have already been connected. Which of the following should the technician do to configure the laptop to show both screens?,"A. Power cycle the laptop.
B. Plug in the monitor to the USB port.
C. Adjust the monitor display settings.
D. Power cycle the monitor.",C,C. Adjust the monitor display settings.,Choose extend/duplicate using OS display controls; verify compatible connection. The comparison helps isolate the problem but does not prove one component. Follow the service manual and power-down procedure before inspecting a display cable. Persistent physical panel damage generally requires replacement.,"5.3, 5.4",B052,https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en; https://dl.dell.com/topicspdf/latitude-14-5420-laptop_owners-manual_en-us.pdf
B053,Networking,A copper Ethernet run suffers confirmed EMI. Properly grounded shielded Cat 6 is compatible with the installation and costs less than a fiber conversion. Which listed choice meets the stated budget and interference goal?,"A. Coaxial
B. Shielded Cat 6
C. Plenum Cat 5e
D. Multimode fiber",B,B. Shielded Cat 6,"Shielding can reduce electrical interference when installed correctly. A plenum rating concerns fire and smoke, not EMI protection.",3.2,B053,https://www.thefoa.org/tech/ref/basic/fiber.html
B054,Printers,Laser toner rubs off approved paper despite correct media settings. Diagnostics confirm the fusing unit has failed. Which part should be replaced?,"A. Fuser
B. Waste container
C. Roller
D. Toner",A,A. Fuser,The fuser bonds toner using heat and pressure. The additional diagnostics distinguish it from media-setting problems.,"3.8, 5.6",B054,https://support.hp.com/ca-en/document/ish_6747730-6747774-16
B056,Computer hardware,A laptop supports both SATA SSDs and PCIe/NVMe M.2 SSDs. The listed NVMe model has higher tested throughput for the workload. Which choice provides that faster storage?,"A. mSATA SSD
B. M.2 NVMe SSD
C. 2.5-inch SATA SSD
D. Unsupported 2.5-inch SAS HDD",B,B. M.2 NVMe SSD,Choose the supported NVMe SSD for the stated performance comparison. M.2 shape alone does not guarantee its protocol or speed.,"3.2, 3.4",B056,https://www.kingston.com/en/ssd/ssd-faq; https://www.kingston.com/en/ssd/ssd-faq
B057,Displays and peripherals,"A user creates a support ticket to report a conference room projector that does not work. The user says that even though the provided cables are being used, the projector screen shows the following error message: No signal input Which of the following describes the FIRST action that should be taken?","A. Verify that the projector is turned on.
B. Verify that the user is using an approved OS.
C. Replace the projector bulb.
D. Check the video cable and replace it if necessary.",D,D. Check the video cable and replace it if necessary.,"Verify correct input, cable and output mode for no-signal condition. The display can have power while receiving no usable signal. Test with a known-good cable or source to narrow the fault. A no-signal message alone does not prove a failed GPU.","3.1, 5.3",B057,https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en
B059,Cloud and virtualization,Which of the following would be BEST reason to use a virtual machine as a sandbox?,"A. To test new software in a safe environment
B. To increase the efficient use of computing resources
C. To run multiple machines on the same hardware
D. To have dedicated hardware for a single system",A,A. To test new software in a safe environment,"Limit shared folders, clipboard, device access and network connectivity for risky testing. A VM escape is a breach from guest to host. Do not assume running malware in any VM makes it harmless.",4.1,B059,https://learn.microsoft.com/en-us/windows/security/application-security/application-isolation/windows-sandbox/windows-sandbox-configure-using-wsb-file
B060,Displays and peripherals,A technician is inspecting a projector that is displaying fuzzy images. Which of the following actions would provide the BEST solution?,"A. Adjusting the lens
B. Changing the filter
C. Replacing the video cable
D. Reseating the lamp",A,A. Adjusting the lens,Focus lens and confirm supported resolution/placement for soft image. A dirty lens or excessive digital keystone correction can reduce clarity. Keystone distortion is a trapezoid-shaped image caused by projection geometry; it is different from simple blur.,5.3,B060,https://files.support.epson.com/docid/cpd5/cpd51854/source/troubleshooting/reference/problem_image_blurry_no_auto_keystone.html
B061,Networking,Which of the following network types would be used in a server room to connect virtual servers lo high- speed storage?,"A. WAN
B. PAN
C. MAN
D. SAN",D,D. SAN,"Storage area network provides storage connectivity, commonly block-level. A LAN serves a local site. A PAN links a person's nearby devices. A MAN spans a metropolitan area. A SAN provides networked storage access, commonly block storage; it is not merely a large office LAN.",2.7,B061,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html; https://www.ibm.com/think/topics/block-storage
B062,Printers,"A technician installs a new printer for a workstation and tries to print a test page, but the page does not print. The technician looks at the print queue and notices that the printer is called 'Generic Printer."" Which of the following BEST describes what the technician should do to fix this issue?","A. Connect the printer with a USB cable rather than over the net work.
B. Install the appropriate printer drivers for the OS.
C. Install the correct toner in the printer.
D. Set the printer trays to allow duplex printing",B,B. Install the appropriate printer drivers for the OS.,A driver translates print jobs into a format the printer understands. PCL means Printer Command Language. Different operating systems may need different supported drivers or driverless printing support.,"3.7, 5.6",B062,https://support.hp.com/ca-en/document/c03265802
B064,Wireless,A mobile payment device cannot detect a nearby contactless payment card. Which function should the technician check?,"A. NFC
B. Bluetooth
C. Wi-Fi
D. Lightning adapter",A,A. NFC,Near-field communication (NFC) exchanges data over a very short distance for contactless payments. Check that the required NFC function is enabled and supported.,"1.2, 2.2",B064,https://nfc-forum.org/learn/nfc-technology/
